iba_label,iba_name,longitude,latitude,area_ha
ES129,Turbón-Espés-Sis,0.5833,42.4167,43000
ES130,San Mauricio-Bohí-Beret,1,42.6667,120000
ES131,Sant Gervás mountains,0.9167,42.3333,24500
ES132,Boumort mountains,1.1667,42.3333,54000
ES133,Monteixo-L'Orri-Tornafort,1.3333,42.5,65000
ES135,Cadí mountains,1.6667,42.3333,69600
ES136,Fresser-Setcases,2.3333,42.4167,38500
ES137,Ampurdán marshes,3.1167,42.2,5454
ES138,Medas islands,3.2167,42.0333,21
ES139,Mountains of Barcelona,2.0167,41.65,124000
ES140,Llobregat delta,2.1333,41.2667,2200
ES141,Montagut and Montmell mountains,1.5,41.3333,44300
ES142,Lerida steppes,1.1333,41.6667,62500
ES143,Montsech and Montgai mountains,0.9167,42.0833,49000
ES144,Cogul-Alfés steppes,0.6667,41.5,18000
ES145,Montsant and Prades mountains,0.8333,41.3333,80000
ES146,Cardó,0.8,41,68500
ES147,Pass of Beceite-Turmell mountain,0.25,40.8333,107000
ES148,Ebro delta,0.7333,40.7167,32000
ES149,Morella pass,-0.1667,40.5833,43000
ES150,Peñagolosa,-0.4167,40.25,83000
ES151,Espadán mountain range,-0.3333,39.8333,59400
ES152,Prat de Cabanes-Torreblanca,0.2,40.2333,860
ES153,Columbretes islands,0.6667,39.9167,2500
ES154,River Mijares mouth,-0.0167,39.95,375
ES157,Turia canyon and Los Serranos,-1,39.75,135000
ES158,Rivers Cabriel and Júcar canyons,-1.1333,39.3333,163000
ES159,Albufera de Valencia marshes,-0.25,39.3333,21120
ES160,La Safor and North Alicante mountain ra,-0.5167,38.75,102000
ES161,Enguera mountain range-La Canal de Nava,-0.8,39,52500
ES162,Pego-Oliva marshes,-0.0833,38.8333,1290
ES163,Marina mountain ranges,-0.25,38.6667,102300
ES164,Alicante islets,0.15,38.5,40
ES166,Santa Pola salt-pans,-0.5833,38.2167,2496
ES168,El Valle,-0.9167,38,24000
ES170,Littoral islets of Murcia and Almería,-1,37.5833,300
ES171,Fausilla mountains,-0.8333,37.5833,900
ES172,Muela mountain range and Cape Tiñoso,-1.1833,37.5833,11700
ES173,La Almenara mountain range-Cape Cope,-1.5,37.5,25850
ES175,Guadalentín saltmarshes,-1.4167,37.75,6800
ES178,Quipar reservoir,-1.6667,38.25,22000
ES179,Ricote and Nevela mountain ranges,-1.25,38.25,9500
ES182,Pétrola-Almansa-Yecla,-1.3333,38.75,75800
ES184,Campo de Montiel,-2.8333,38.6667,153500
ES185,San Clemente-Villarrobledo,-2.5,39.3333,103000
ES186,Canyons on the middle section of the Ca,-1.6667,39.8333,52300
ES187,Cuenca mountain ranges,-2,40.4167,102000
ES188,Upper sections of the rivers Tajo and T,-2.25,40.8,157000
ES190,River Mesa canyons,-1.9,41.1833,12500
ES191,Entrepeñas and Buendía reservoirs,-2.75,40.5,38500
ES192,El Hito,-2.6833,39.8667,24000
ES193,Tarancón-Ocaña-Corral de Almaguer,-3,40,129100
ES194,Tembleque-La Guardia plains,-3.5,39.6667,128000
ES195,Alcázar de San Juan-Quero endorreic lag,-3.1667,39.5,58500
ES196,Pedro Muñoz-Manjavacas endorreic lagoon,-2.75,39.4167,41500
ES198,Castrejón reservoir,-4.3333,39.8,3800
ES199,Torrijos,-4.25,40,28600
ES200,Malpica island (River Tagus),-4.5667,39.9167,4
ES201,Rosarito and Navalcán reservoirs-La Igl,-5,40.1667,70000
ES202,Oropesa plains,-5.1667,40,45500
ES203,Azután reservoir,-5.1667,39.8333,933
ES204,Toledo mountains-Cabañeros,-4.3333,39.5,324500
ES205,Canalizos mountain range (Saceruela),-4.5,38.8333,100000
ES206,Campo de Calatrava,-4.55,38.8333,102000
ES207,Alcudia valley and mountain range,-4.5,38.6667,226300
ES208,Madrona and Andújar mountain ranges,-4,38.3333,212300
ES209,Aldeaquemada-Dañador,-3.1667,38.4167,46000
ES210,Cazorla and Segura mountain ranges,-2.6667,38,250000
ES211,Puebla de Don Fadrique-Las Cañadas,-2.3333,37.8333,52140
ES212,María mountain range-Los Vélez,-2.0833,37.0333,82880
ES214,Hoya de Guadix,-3.1667,37.4167,47000
ES215,Alhamilla mountain range-Campo de Níjar,-2.3333,37,80000
ES216,Mountain range and saltpans at Cabo de,-2.0833,36.8333,46100
ES217,Tabernas desert,-2.5,37.0833,25000
ES218,Gádor mountain range,-2.75,36.8833,57210
ES220,Chafarinas Islands,-2.4333,35.1833,50
ES222,Sierra Nevada mountain range,-3.1667,37.0833,245000
ES223,Prelittoral mountain ranges of Granada,-3.6667,36.8333,125000
ES225,Antequera mountain range-El Chorro,-4.5833,36.9167,23500
ES226,Mountain ranges of Cordoba,-4.3333,37.4167,63000
ES227,Mountain ranges south of Jaén,-3.8333,37.5,200000
ES228,Middle section of river Guadalquivir re,-3.35,37.9167,663
ES231,Conde,-4.2,37.5833,420
ES232,Córdoba countryside,-4.55,37.8333,116000
ES233,Hinojosa del Duque-El Viso,-5.1667,38.5,30000
ES234,Los Blázquez-La Granjuela-Fuenteovejuna,-5.3333,38.3333,32000
ES235,Sierra Morena de Córdoba,-5.2333,37.9333,119715
ES236,Sierra Morena de Sevilla,-6,37.8333,164840
ES237,Carmona countryside,-5.6667,37.25,18200
ES238,Ecija-Osuna plain,-5.1667,37.4167,62200
ES241,Mountain ranges of Ronda,-5.1,36.5833,105000
ES242,Líjar mountain range-Zaframagon crag,-5.3833,36.8667,6850
ES243,Ubrique and Grazalema mountain ranges,-5.4167,36.6667,90500
ES244,Cabras,-5.5833,36.4167,133500
ES249,Tajo de Barbate coastal cliffs,-6,36.2,2017
ES250,La Janda,-5.85,36.25,20000
ES251,Cádiz bay,-6.3333,36.5833,12500
ES252,Medina and Puerto Real lagoons,-6.05,36.6167,4900
ES254,Bornos reservoir,-5.5667,36.75,2500
ES255,Medina-Sidonia,-5.9167,36.6167,22000
ES257,Los Tollos lake,-6,36.8667,100
ES258,Lebrija,-5.85,36.8667,7600
ES259,Guadalquivir marshes,-6.4167,37,230000
ES260,Condado-Campiña,-6.65,37.3667,56500
ES261,Odiel and Tinto marshes and Huelva coas,-6.8333,37.25,14900
ES262,River Piedras marshes and Rompido sandb,-7.15,37.2333,3120
ES263,Isla Cristina and Ayamonte marshes and,-7.35,37.2166,3390
ES264,West Andévalo,-7.25,37.5,45800
ES265,Sierra Pelada mountain range,-7.0833,37.9167,48000
ES266,Las Contiendas mountain range,-6.8333,38,35000
ES267,East mountain range of Huelva,-6.5,37.9167,71000
ES268,Fuente de Cantos-Montemolín,-6.25,38.1667,49000
ES269,Azuaga-Llerena-Peraleda de Zaucejo,-5.6667,38.3333,147000
ES270,Central Badajoz mountain ranges,-6.0833,38.5833,90000
ES271,Bienvenida-Usagre-Ribera del Fresno,-6.25,38.3333,6700
ES272,Valuengo reservoir,-6.6667,38.3333,11200
ES273,Jerez de los Caballeros dehesas,-6.8333,38.25,160000
ES274,Villanueva del Fresno,-7.1667,38.3333,7800
ES275,Valongo,-7.25,38.6667,2800
ES276,Olivenza-La Albuera,-6.8333,38.8333,79000
ES277,Alange,-6.25,38.6667,66500
ES278,Villalba de los Barros,-6.5833,38.6667,12500
ES279,Puerto de Mejoral-Almorchón-Cabeza del,-5.25,38.6667,82500
ES280,La Serena,-5.5,38.8333,109800
ES281,Siruela-Agudo,-5,39,66000
ES282,Cijara reservoir,-4.8333,39.3333,73500
ES283,Puerto Peña reservoir-Valdecaballeros,-5.1667,39.25,32000
ES284,Pela mountain range-Orellana reservoir-,-5.4167,39.0833,140000
ES285,Don Benito-Guareña,-6,38.8333,31000
ES286,Valdehornillos-Santa Amalia,-5.85,39.0833,23000
ES287,Montánchez mountain range-Cornalvo rese,-6.1667,39.1667,54500
ES288,Mérida-Montijo reservoir,-6.4167,38.9167,4100
ES289,Lácara-Morante,-6.4167,39,56900
ES290,Botoa-Villar del Rey,-6.8333,39.1667,47800
ES291,San Pedro mountain range,-6.75,39.3333,295000
ES292,Cedillo reservoir,-7.3333,39.6667,53000
ES293,Brozas-Membrío,-6.8333,39.6667,94000
ES294,Malpartida de Cáceres-Arroyo de la Luz,-6.5,39.4167,43900
ES295,Plain between Cáceres and Trujillo-Alde,-6.1667,39.4167,103000
ES296,Trujillo-Torrecillas de la Tiesa,-5.8333,39.5,108500
ES297,Las Villuercas mountain range,-5.4167,39.6667,216230
ES298,Monfragüe,-5.75,39.6667,155000
ES299,Alcántara reservoir-Cuatro Lugares,-6.5,39.75,116000
ES301,Borbollón reservoir,-6.5833,40.1667,48400
ES303,Gabriel y Galán reservoir,-6.2667,40.2667,55000
ES304,Plasencia and San Bernabé mountain rang,-6,40.0667,18000
ES305,Low Tietar river and La Vera valley,-5.5833,40.0833,73000
ES307,Islets Vedrá and Vedranell,1.2333,38.8667,100
ES312,Salt-pans of Ibiza and Formentera and F,1.4667,38.8167,2600
ES315,Dragonera Island-La Trapa,2.35,39.5833,2660
ES316,Tramuntana mountains,2.8667,39.8167,54953
ES317,Cape Pinar,3.1667,39.8667,2500
ES321,Salobrar de Campos Lagoons-Sa Vall,3.0833,39.3167,2397
ES322,Coastal cliffs between Cape Enderrocat,2.75,39.5,900
ES323,Coastal cliffs between isles of Malgrat,2.5,39.5,440
ES324,Archipelago of Cabrera,2.9167,39.15,10000
ES325,North and east coasts of Minorca and is,4,40.05,17900
ES326,Ravines and pinewoods in central Minorc,4.0833,40,30200
FI001,Lätäseno and Jietajoki mires,22.35,68.6333,43367
FI002,Käsivarsi fjelds,21.5,69,220078
FI003,Lemmenjoki-Hammastunturi-Pulju,25.5,68.5833,529718
FI004,Saariselkä and Koilliskaira,28,68.25,309553
FI005,Pomokaira-Koitelaiskaira,26.3,68,141630
FI006,Pallas and Ylläs fjelds,24.0667,68.0667,89233
FI009,South-eastern Kittilä mires,25.5,67.5,21035
FI010,Kevo,26.7833,69.5833,70075
FI011,Luosto,26.8667,67.1333,7989
FI012,Riisitunturi,28.5333,66.2333,7651
FI013,Joutsenaapa-Kaita-aapa,28.6333,67.0833,10318
FI014,Lämsänaapa-Sakkala-aapa,27.5833,67.2833,12683
FI016,Sammutinjänkä-Vaijoenjänkä,27.5,69.4167,51750
FI017,Kemihaara (Vuotos) mires and forests,27.7,67.0833,38294
FI019,Karunginjärvi lake,23.9833,66.0333,660
FI020,Veittiaapa-Ristiaapa,25.45,65.8,3037
FI021,Martimoaapa-Lumiaapa-Penikat,25.1667,65.8333,12628
FI022,Kilsiaapa-Ristivuoma,24.8,66.3333,7823
FI023,Tornionjoki Delta,24.2333,65.7833,526
FI024,Rumala-Kuvaja-Oudonrimmet,26.7,64.3667,4837
FI025,Elimyssalo,30.4,64.1833,8286
FI026,Juortanansalo,29.8333,64.5667,5454
FI027,Krunnit archipelago,24.9167,65.3833,4579
FI028,Oulu region wetlands,25.1667,64.9167,81781
FI029,Syöte-Salmitunturi,27.6,65.6167,31395
FI030,Oulanka-Sukerijärvi,29.2,66.4,29972
FI032,Pajupuronsuo-Isosuo-Kivisuo,28.8833,65.7,5793
FI033,Haapavesi wetlands,25.3833,64.2167,2500
FI034,Olvassuo-Oravisuo-Näätäsuo-Sammakkosuo,27.1333,65.1333,27610
FI035,Valtavaara-Pyhävaara,29.2,66.1667,810
FI036,Kitka lake,28.7,66.15,12516
FI037,Litokaira,26.2833,65.75,30405
FI038,Ahmasjärvi lake,26.4167,64.6333,414
FI039,Rummelö-Harrbodan,23.1667,63.8667,240
FI040,Rahja archipelago,23.6,64.1833,11673
FI041,Kokkola and Kälviä archipelago,23.0667,63.9333,20340
FI042,Sundominlahti Bay and Söderfjärden,21.5833,63,4570
FI043,Luoto archipelago,22.6333,63.7833,17240
FI044,Uusikaarlepyy archipelago,22.3333,63.5667,7707
FI045,Merenkurkku archipelago,21.0833,63.3333,223652
FI046,Kristiinankaupunki southern archipelago,21.2667,62.0667,7435
FI047,Lapväärti wetlands,21.3667,62.1667,1093
FI048,Lålby fields,21.4667,62.2667,200
FI049,Alajoki,22.9167,63.1,438
FI050,Värtsilä valley,30.6333,62.2,745
FI052,Outokumpu wetlands,29.1667,62.6833,1150
FI053,Outokumpu and Kaavi oligotrophic lakes,28.8333,62.75,14665
FI054,Viklinrimpi,29.4667,62.9333,2651
FI055,Patvinsuo National Park,30.7667,63.1333,10023
FI056,Pitkäranta,30,62.6667,490
FI057,Päätyeenlahti bay,30.1333,62.1167,422
FI058,Ruunaa,30.6667,63.3833,12061
FI059,Maaninka wetlands,27.25,63.1667,3370
FI060,Talaskangas,27.1667,64,5826
FI061,Keski-Kallavesi and Kuhanen Lake,27.75,62.8333,5660
FI062,Linnansaari,28.5,62.0833,24006
FI063,Lake Pihlajavesi,29,61.75,48221
FI064,Kangasala wetlands,24.0667,61.45,1093
FI065,Hollola wetlands,25.5,61.05,913
FI066,Artjärvi wetlands,26.0833,60.7667,1506
FI067,Kukkiajärvi lake,24.6667,61.3333,6621
FI068,Koijärvi lake,24.25,60.9667,200
FI069,Torronsuo and Lake Talpianjärvi,23.6667,60.7333,4923
FI070,Siikalahti bay and Sammallampi lake,29.5333,61.5333,519
FI071,Kirkkojärvi lake and Lupinlahti bay,27.2333,60.5667,760
FI072,Itäinen Suomenlahti National Park,27,60.3333,93253
FI073,Kirkon-Vilkkiläntura Bay,27.7167,60.5167,195
FI074,Teutjärvi and Suvijärvi lakes,26.4833,60.5833,1320
FI075,Pernaja outer archipelago,26.3333,60.2167,18250
FI076,Porvoonjoki Delta,25.6667,60.35,899
FI077,Porvoo outer archipelago,25.6667,60.1667,22570
FI078,Laajalahti bay,24.9333,60.2,1274
FI079,Nuuksio,24.5833,60.2833,6700
FI080,Tammisaari and Inkoo western archipelag,23.5667,59.7667,32666
FI081,Hanko western archipelago,22.9,59.8167,11151
FI082,Kirkkonummi archipelago,24.5,59.9333,11808
FI083,Pori archipelago and wetlands,21.6,61.5333,15441
FI084,Koskeljärvi,22.1167,60.9333,2090
FI085,Rauma and Luvia archipelagos,21.1667,61.25,27371
FI086,Puurijärvi-Isosuo wetlands,22.5667,61.2333,3474
FI087,Köyliönjärvi and Pyhäjärvi lakes,22.1833,61.0833,2759
FI088,Oura and Enskeri archipelagos,21.3333,61.75,9716
FI089,Korppoo and Nauvo southern archipelago,21.5,59.8,73500
FI090,Paimionlahti bay,22.6167,60.3833,696
FI091,Mietoistenlahti bay,21.8167,60.6,2062
FI092,Ruissalo,22.1667,60.4167,904
FI093,Föglö southern archipelago,20.5833,59.8667,17843
FI094,Eckerö and Hammarland archipelago,19.6333,60.4167,16170
FI095,Mulklobb,20.1667,60.4167,6642
FI096,Lågskär-Nyhamn,19.9167,59.8333,2859
FO003,Streymoy,-7,62.1167,125
FO004,Eysturoy,-6.9167,62.2167,60
FO005,Kalsoy,-6.75,62.3,50
FO007,Bordoy,-6.5167,62.25,35
FO011,Nólsoy,-6.6167,61.9667,1028
FO012,Koltur,-6.9667,62,30
FO013,Hestur,-6.8167,61.9667,50
FR001,Baie de Saint-Brieuc,-2.6667,48.5333,3130
FR004,Estuaires du Trieux et du Jaudy,-3.1167,48.8333,9900
FR005,Iles de la Colombière,-2.2,48.6333,4400
FR007,Archipel de Molène,-4.9333,48.3667,10900
FR010,Marais de la Baie d'Audierne,-4.3667,47.8833,3100
FR011,Archipel des Glénan,-4,47.75,4100
FR012,Baies de Morlaix & de Carantec,-3.9,48.6667,7900
FR014,Golfe du Morbihan et Etier de Penerf,-2.7667,47.5667,18800
FR015,Cap Frehel,-2.3167,48.6667,2070
FR016,Baie de Vilaine,-2.4667,47.5,4500
FR019,Baie de Quiberon,-3.0667,47.5333,14750
FR022,Marais de Brière,-2.1667,47.3667,18900
FR023,Estuaire de la Loire,-1.8167,47.2667,21400
FR024,Lac de Grand-Lieu,-1.6667,47.0833,5600
FR025,Baie de Bourgneuf et marais breton,-1.9167,46.9,47000
FR026,Basses Vallées Angevines,-0.4667,47.5667,6450
FR027,Marais salants de Noirmoutier,-2.2667,46.9833,1650
FR029,Forêt du Gavre,-1.8,47.5333,4900
FR030,Marais de Mazerolles-Petit Mars,-1.5,47.3,2700
FR031,Vallée de la Loire : de Nantes à Montso,-0.4,47.3,12000
FR032,Plaine calcaire du sud Vendée,-0.8167,46.4333,18700
FR033,Marais poitevin et baie de l'Aiguillon,-1,46.3333,77900
FR034,Falaise du Bessin,-0.95,49.4,2300
FR035,Baie des Veys et Marais du Cotentin,-1.25,49.3333,37500
FR039,Estuaire de l'Orne,-0.2333,49.2667,1000
FR040,Littoral Augeron,-0.15,49.3667,23100
FR041,Forêts du Perche,0.85,48.5167,50850
FR042,Baie du Mont Saint Michel et Ile des La,-1.5167,48.65,63800
FR043,Cap Fagnet,0.4167,49.8,5700
FR044,Boucle de Pose et de Muids,1.2667,49.2667,5200
FR045,Estuaire et embouchure de la Seine,0.3,49.4333,21100
FR046,Boucle de Moisson,1.6333,49.0333,6150
FR047,Massifs de Fontainebleau et zones humid,2.6333,48.3667,36600
FR048,Bassée et plaines adjacentes,3.1833,48.4,39900
FR049,Marais de Fontenay-le-Vicomte et d'Itte,2.3833,48.55,710
FR050,Etang et Forêt de Villefermoy,2.9333,48.5,4350
FR051,Marais arrières littoraux picards,1.7,50.2667,5550
FR052,Etangs et marais du bassin de la Somme,2.5167,49.9,6900
FR053,Forêts picardes : Compiègne,2.9167,49.4333,32700
FR054,Forêts picardes : massif de Retz,3.0667,49.2333,27650
FR055,Forêts picardes : massif de Saint-Gobai,3.3833,49.5667,19300
FR056,Marais de Sacy,2.55,49.3333,2350
FR057,Vallée de l'Oise de Thourotte à Vendeui,3.1333,49.6,12050
FR058,Marais de la Souche,3.8167,49.6333,4950
FR059,Forêts picardes : massif des Trois Forê,2.65,49.2,32200
FR060,Estuaires picards : baies de Somme et d,1.6,50.25,18200
FR061,Vallées de la Scarpe et de l'Escaut,3.4333,50.4333,11150
FR062,Estuaire de la Canche,1.5667,50.5333,5050
FR063,Marais de Balançon et de Villiers,1.6333,50.4667,1500
FR064,Cap Gris-nez,1.5833,50.8667,8950
FR065,Plateaux agricoles des environs de Fren,1.6833,50.55,11450
FR066,Forêts de Thiérache : Trelon,4.0333,50.0167,22400
FR067,Plateau Ardennais,4.7833,49.8833,94800
FR068,Lacs de la Forêt d'Orient,4.3667,48.3,35800
FR069,Etangs d'Argonne,4.9333,48.9667,44100
FR070,Lac du Der-Chantecoq et étangs latéraux,4.7,48.55,56000
FR071,Barois et Forêt de Clairvaux,4.6333,48.1333,66550
FR072,Vallée de l'Aube,3.8833,48.6167,21500
FR073,Vallée de l'Aisne,4.5167,49.4,18800
FR074,Confluent des vallées de la Meuse et de,4.1333,49.6333,4860
FR075,Bassigny,5.6,48.1,98400
FR076,Etangs de la Woëvre: lac de Madine,5.7333,48.9,1730
FR077,Etangs de la Woëvre: la Chaussée,5.8167,49.0167,6200
FR078,Etang de Lindre,6.7833,48.8,1660
FR079,Vallée de la Meuse,5.4667,49.0167,18100
FR080,Plateau de Delme,6.4667,48.8667,11950
FR081,Val de Chiers et environs de Spincourt,5.6333,49.4,16900
FR082,Fresnes-en-Woëvre-Mars-la-Tour,5.8,49.1,11700
FR083,Bazoncourt-Vigy,6.3333,49.1667,10700
FR084,Forêt de la Reine,5.7333,48.8,16650
FR085,Ried de Colmar et Sélestat,7.4667,48.2167,10100
FR086,Forêt domaniale de la Harth,7.45,47.7667,15700
FR087,Forêt de Haguenau,7.8833,48.8667,21350
FR088,Zones agricoles de la Hardt,7.45,47.95,21800
FR093,Massif des Vosges: Hautes Vosges,6.9333,47.95,88200
FR094,Bassin du Drugeon: Pontarlier-Frasne,6.2,46.85,12500
FR095,Forêts d'altitude du Jura : forêt du Ri,6.2333,46.6667,12300
FR097,Forêts d'altitude du Jura : forêt du Ma,6.0333,46.4167,1970
FR098,Forêt de Chaux,5.65,47.0833,21700
FR099,Vallée de la Saône de Corre à Broye,5.7667,47.1167,14050
FR100,Basse Vallée du Doubs : Dole Sud,5.3333,46.9833,11850
FR101,Estuaire de la Charente,-1,45.95,5400
FR102,Vallée de la Charente et de la Seugne (,-0.6667,45.7667,8300
FR103,Vallée de la Charente : amont d'Angoulê,-0.0667,45.7667,4650
FR104,Anse de Fouras,-0.95,46.0167,17550
FR105,Ile d'Oléron,-1.1667,45.9,26500
FR108,Plaine de Niort (sud-est),-0.35,46.2333,14300
FR109,Plaine de Niort (nord-ouest),-0.5667,46.4,12500
FR110,Plaines de Saint-Jouin de Marne et d'As,-0.0667,46.8333,12400
FR111,Le Pinail,0.4833,46.65,6150
FR112,Plateau de Bellefonds,0.6167,46.6333,2550
FR113,Plaines de Mirebeau et de Neuville-du-P,0.2,46.6667,10250
FR114,Region de Pressac,-0.5167,46.1167,3500
FR115,Marais et estuaire de la Seudre,-1.1,45.7667,14800
FR116,Plaine de Saint-Jean-de-Sauves,0.0667,46.9,6550
FR117,Plaine de Villefagnan,0.0667,45.9667,9050
FR118,Estuaire de la Gironde : marais de la r,-0.8,45.4333,2580
FR119,Vallée de la Loire : environs de Blois,1.4167,47.6167,22200
FR120,Vallée de la Conie et Beauce centrale,1.6,48.2333,71600
FR121,Petite Beauce,1.3333,47.7333,52200
FR122,Vallée de l'Yèvre,2.2333,47.15,2200
FR123,Brenne centrale,1.2167,46.75,22000
FR124,Brenne Sud,1.3,46.6667,6660
FR125,Queue de Brenne : Etang des Loges,1.5667,46.75,770
FR128,Vallée de la Loire : confluence Loire-V,0.1833,47.2,5080
FR129,Basse vallée de L'Indre,0.3333,47.2667,1900
FR130,Vallée de la Loire : environs de Montlo,0.8667,47.4,510
FR131,Etangs de Sologne: St Viatre,1.8167,47.4833,37500
FR132,Etangs de Sologne: étang de l'Arche,1.5,47.3333,165
FR134,Lac de Rillé et forêts voisines,0.1333,47.3833,18800
FR135,Vallée de la Loire : Orléanais,2.2333,47.7,7750
FR136,Forêt d'Orléans: massifs d'Ingrannes et,2.3333,47.9,40400
FR137,Mars sur Allier,3.05,46.8667,770
FR138,Vallée de la Loire : La Charité-sur-Loi,2.9667,47.2333,1400
FR139,Forêt de Jugny,4.75,47.5667,6800
FR140,Forêt de Citeaux et environs,5.1,47.0667,13100
FR141,Forêt de Châtillon et environs,4.7333,47.7667,21900
FR142,Arrière Côte de Dijon et de Beaune,4.8,47.1333,63600
FR143,Etang des Landes,2.3,46.1667,1800
FR144,Plateaux de Millevaches et de Gentioux,2.5,45.7,64900
FR145,Gorges de la Dordogne,2.4,45.3667,45700
FR146,Val d'Allier Bourbonnais,3.4,46.4667,17900
FR147,Haut Val d'Allier,3.5667,45.0167,52700
FR148,Gorges de la Sioule,2.85,46.0167,25250
FR149,Monts et Plomb du Cantal,2.7333,45.0833,6450
FR150,Planèze de Saint-Flour,2.9833,45.05,24150
FR151,Montagne de la Serre,3.0667,45.6667,2600
FR152,Sologne Bourbonnaise,3.6,46.6,22000
FR153,Vallée de la Loire: Pit majeur d'Iguera,3.7833,46.5,29800
FR154,Vallée de la Loire : gorges de la Loire,4.5667,45.2667,63000
FR155,Gorges de la Truyère,2.9,44.9,21500
FR156,Les Couzes Nord,3.0333,45.5333,19500
FR157,Les Couzes Sud,3.1333,45.4,16400
FR158,Val d'Allier : Saint-Yorre-Joze,3.3,45.85,5500
FR159,La Dombes,5.0167,46.0333,79800
FR160,Val de Saône,4.9,46.3667,12250
FR161,Forêt de Saou,5.1333,44.65,5050
FR162,Val de Drôme: Les Ramières-printegarde,4.8667,44.7667,2100
FR164,Basse Ardêche,4.4667,44.4167,46000
FR165,Hauts Plateaux du Vercors et Forêt des,5.5,45.2167,52800
FR166,Iles du Haut-Rhône,5.6,45.6667,3400
FR167,Plaine du Forez,4.1667,45.7333,80850
FR168,Ile de la Platière,4.7667,45.35,470
FR170,Lac Léman (partie française),6.5167,46.3667,24300
FR171,Lac et marais du Bourget,5.7667,45.8,9350
FR172,Haute chaîne du Jura: défilé de l'éclus,5.9833,46.2333,12400
FR173,Montagne des Frêtes et plateau des Gliè,6.3,45.9667,8200
FR174,Les Bauges,6.2167,45.6667,17750
FR175,Haut Giffre,6.8,46.0667,20850
FR176,Bassin d'Arcachon et Banc d'Arguin,-1.1167,44.6667,20100
FR177,Pointe de Grave,-1.0833,45.5333,800
FR179,Barthes de l'Adour,-0.3,43.6,16100
FR180,Rochers de Biarritz : le Bouccalot et l,-1.5667,43.5,250
FR181,Haute Soule : Massif Forestier,-0.9333,42.9667,2400
FR182,Haute Soule : Forêt des Arbailles,-1,43.1333,6850
FR185,Hautes Vallées d'Aspe et d'Ossau,-0.4667,42.9,37650
FR186,Eth Turoun des Aureys,-0.6333,43.0667,2100
FR187,Pènes du Moulle de Jaut,-0.35,43.0333,4300
FR189,Pic de l'Estibet et Mondragon,-0.2333,43.0667,4550
FR190,Barrage d'Artix et Saligue du Gave de P,-0.5333,43.3667,3200
FR191,Col de Lizarrieta,-1.6,43.2667,1500
FR192,Vallée de la Nive des Aldudes-Col de Li,-1.3833,43.1667,14500
FR195,Estuaire de la Bidassoa et Baie de Font,-1.7,43.4,9300
FR196,Réserve Naturelle du courant d'Huchet,-1.35,43.8667,820
FR197,Arjuzanx,-0.8667,44.0167,2430
FR198,Estuaire de la Gironde : marais du Nord,-1,45.4333,22250
FR201,Côte Médocaine: dunes boisées et dépres,-1.1333,45.0333,3900
FR203,Cirque de Gavarnie,0.0667,42.7333,7600
FR205,Zones rupestres du Tarasconnais et mass,1.6833,42.7333,23300
FR206,Vallée de la Garonne : Boussens à Carbo,1.1,43.2333,2300
FR207,Vallée de la Garonne : Palayre et envir,1.4,43.5667,1700
FR208,Vallée de la Garonne : Moissac,1.0667,44.0667,1300
FR209,Vallée de la Garonne : méandre de Griso,1.2833,43.7833,1050
FR210,Gorges de la Frau et Belestat,1.9167,42.8333,14000
FR212,Gorges de la Dourbie et causses avoisin,2.1833,44.0833,23000
FR213,Montagne de la Clape,3.1333,43.1667,10400
FR214,Etangs de Leucate et Lapalme,3,42.8833,13650
FR215,Etangs Narbonnais,3.05,43.0833,10600
FR216,Etang de Capestang,3.0667,43.3,1360
FR217,Hautes Corbières,2.6,43.0167,74750
FR218,Basses Corbières,2.7167,42.8833,47400
FR219,Gorges de la Vis & cirque de Navacelles,3.5667,43.8667,24400
FR220,Etangs Montpellierains,3.9667,43.5333,12700
FR221,Massif des Albères,3.0333,42.4833,17850
FR222,Massif du Canigou-Carança,2.35,42.5,53550
FR223,Puig Carlit et environs,1.9167,42.5,33850
FR224,Gorges du Gardon,4.4,43.9167,19500
FR225,Hautes garrigues du Montpellierais,3.8,43.8333,90700
FR226,Etang du Bagnas,3.5167,43.3167,561
FR227,Cordon lagunaire de Sète à Agde,3.6,43.3667,800
FR228,Etang de Thau,3.6167,43.4,1000
FR229,Etangs de Vendres,3.2,43.2667,4850
FR230,Minervois,2.7667,43.3667,19000
FR231,Etangs de Canet et de Villeneuve-de-la-,2.9667,43.0333,2500
FR233,Massif du Madres et Mont Coronat,2.3,42.6333,19300
FR234,Petite Camargue fluvio-lacustre,4.3,43.6333,19300
FR235,Petite Camargue laguno-marine,4.2667,43.5167,21000
FR236,Parc National des Cévennes,3.6667,44.25,92000
FR237,Montagnes de Marcou,2.9833,43.65,14500
FR238,Moyenne Vallée de la Durance,5.85,43.9,11300
FR239,Camargue,4.6,43.5167,76500
FR240,Crau,4.8667,43.6,40100
FR241,Chaîne des Alpilles,4.9,43.7333,21800
FR242,Salines de l'Etang de Berre,5.15,43.4667,530
FR243,Montagne Sainte-Victoire,5.6333,43.5667,15000
FR244,Iles Marseillaises: Maire,5.35,43.2333,2350
FR245,Marais entre Crau et Grand Rhône: Meyra,4.8,43.4833,5650
FR246,Massif du Petit Lubéron,5.2667,43.8,14000
FR247,Salins d'Hyères et de Pesquiers,6.1833,43.1,1000
FR248,Iles d'Hyères,6.3333,43.0167,6600
